"Stationsname","Stationsnummer","Parameter","Zeitreihe","Parametereinheit","Gewässer","Zeitstempel","Zeitpunkt_des_Auftretens","Wert","Freigabestatus"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-09-28 01:00:00","2009-09-28 13:05:00",325.444,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-09-29 01:00:00","2009-09-29 06:25:00",325.418,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-09-30 01:00:00","2009-09-30 02:35:00",325.4,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-10-01 01:00:00","2009-10-01 05:25:00",325.387,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-10-02 01:00:00","2009-10-02 10:05:00",325.402,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-10-03 01:00:00","2009-10-03 17:15:00",325.377,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-10-04 01:00:00","2009-10-04 20:45:00",325.404,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-10-05 01:00:00","2009-10-05 21:15:00",325.391,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-10-06 01:00:00","2009-10-06 04:35:00",325.385,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-10-07 01:00:00","2009-10-07 10:45:00",325.384,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-10-08 01:00:00","2009-10-08 17:05:00",325.418,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-10-09 01:00:00","2009-10-09 08:45:00",325.403,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-10-10 01:00:00","2009-10-11 00:25:00",325.555,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-10-11 01:00:00","2009-10-11 01:00:00",325.529,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-10-12 01:00:00","2009-10-12 22:05:00",325.526,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-10-13 01:00:00","2009-10-13 09:55:00",325.517,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-10-14 01:00:00","2009-10-14 01:45:00",325.479,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-10-15 01:00:00","2009-10-15 21:55:00",325.464,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-10-16 01:00:00","2009-10-16 16:55:00",325.465,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-10-17 01:00:00","2009-10-17 05:55:00",325.463,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-10-18 01:00:00","2009-10-18 08:55:00",325.47,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-10-19 01:00:00","2009-10-19 15:15:00",325.488,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-10-20 01:00:00","2009-10-20 11:55:00",325.485,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-10-21 01:00:00","2009-10-21 16:05:00",325.483,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-10-22 01:00:00","2009-10-22 23:05:00",325.519,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-10-23 01:00:00","2009-10-23 21:25:00",325.525,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-10-24 01:00:00","2009-10-24 13:45:00",325.52,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-10-25 01:00:00","2009-10-25 22:55:00",325.509,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-10-26 00:00:00","2009-10-26 00:00:00",325.505,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-10-27 00:00:00","2009-10-27 00:05:00",325.489,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-10-28 00:00:00","2009-10-28 20:05:00",325.475,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-10-29 00:00:00","2009-10-29 01:55:00",325.483,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-10-30 00:00:00","2009-10-30 02:05:00",325.459,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-10-31 00:00:00","2009-10-31 05:45:00",325.445,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-11-01 00:00:00","2009-11-01 22:15:00",325.444,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-11-02 00:00:00","2009-11-03 00:00:00",325.506,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-11-03 00:00:00","2009-11-03 04:55:00",325.563,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-11-04 00:00:00","2009-11-04 19:55:00",325.683,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-11-05 00:00:00","2009-11-05 18:45:00",325.598,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-11-06 00:00:00","2009-11-06 10:15:00",325.58,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-11-07 00:00:00","2009-11-07 03:35:00",325.569,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-11-08 00:00:00","2009-11-08 08:55:00",325.584,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-11-09 00:00:00","2009-11-09 14:15:00",325.585,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-11-10 00:00:00","2009-11-10 16:45:00",325.542,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-11-11 00:00:00","2009-11-11 01:05:00",325.541,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-11-12 00:00:00","2009-11-12 13:15:00",325.525,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-11-13 00:00:00","2009-11-13 15:45:00",325.513,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-11-14 00:00:00","2009-11-14 21:45:00",325.471,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-11-15 00:00:00","2009-11-15 12:15:00",325.517,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-11-16 00:00:00","2009-11-16 19:25:00",325.576,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-11-17 00:00:00","2009-11-17 00:00:00",325.558,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-11-18 00:00:00","2009-11-18 17:45:00",325.84,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-11-19 00:00:00","2009-11-19 00:05:00",325.733,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-11-20 00:00:00","2009-11-20 01:55:00",325.666,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-11-21 00:00:00","2009-11-21 00:05:00",325.625,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-11-22 00:00:00","2009-11-22 01:45:00",325.59,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-11-23 00:00:00","2009-11-23 23:05:00",325.57,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-11-24 00:00:00","2009-11-24 19:05:00",325.722,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-11-25 00:00:00","2009-11-25 05:15:00",325.659,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-11-26 00:00:00","2009-11-26 07:35:00",325.66,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-11-27 00:00:00","2009-11-27 22:15:00",325.642,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-11-28 00:00:00","2009-11-28 03:35:00",325.631,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-11-29 00:00:00","2009-11-29 00:00:00",325.612,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-11-30 00:00:00","2009-11-30 21:55:00",325.769,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-12-01 00:00:00","2009-12-02 00:00:00",325.781,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-12-02 00:00:00","2009-12-02 00:05:00",325.783,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-12-03 00:00:00","2009-12-03 01:55:00",325.741,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-12-04 00:00:00","2009-12-04 11:55:00",325.855,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-12-05 00:00:00","2009-12-05 00:00:00",325.762,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-12-06 00:00:00","2009-12-06 10:05:00",325.665,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-12-07 00:00:00","2009-12-08 00:00:00",326.028,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-12-08 00:00:00","2009-12-08 12:35:00",326.698,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-12-09 00:00:00","2009-12-09 03:25:00",326.338,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-12-10 00:00:00","2009-12-10 00:00:00",326.128,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-12-11 00:00:00","2009-12-12 00:00:00",325.983,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-12-12 00:00:00","2009-12-12 00:25:00",326.005,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-12-13 00:00:00","2009-12-13 02:45:00",325.946,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-12-14 00:00:00","2009-12-14 01:25:00",325.896,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-12-15 00:00:00","2009-12-15 00:15:00",325.758,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-12-16 00:00:00","2009-12-16 02:55:00",325.74,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-12-17 00:00:00","2009-12-17 01:15:00",325.717,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-12-18 00:00:00","2009-12-18 20:15:00",325.683,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-12-19 00:00:00","2009-12-19 00:05:00",325.644,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-12-20 00:00:00","2009-12-20 02:15:00",325.588,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-12-21 00:00:00","2009-12-21 01:15:00",325.564,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-12-22 00:00:00","2009-12-23 00:00:00",325.586,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-12-23 00:00:00","2009-12-23 20:05:00",325.795,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-12-24 00:00:00","2009-12-24 00:00:00",325.764,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-12-25 00:00:00","2009-12-25 16:55:00",325.969,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-12-26 00:00:00","2009-12-26 00:00:00",325.917,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-12-27 00:00:00","2009-12-27 00:00:00",325.789,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-12-28 00:00:00","2009-12-28 09:55:00",325.708,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-12-29 00:00:00","2009-12-30 00:00:00",325.808,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-12-30 00:00:00","2009-12-30 13:55:00",326.738,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2009-12-31 00:00:00","2009-12-31 18:15:00",326.634,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-01-01 00:00:00","2010-01-01 00:00:00",326.546,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-01-02 00:00:00","2010-01-02 00:00:00",326.364,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-01-03 00:00:00","2010-01-03 01:15:00",326.134,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-01-04 00:00:00","2010-01-04 00:00:00",325.951,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-01-05 00:00:00","2010-01-05 02:15:00",325.884,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-01-06 00:00:00","2010-01-06 03:15:00",325.871,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-01-07 00:00:00","2010-01-07 03:35:00",325.816,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-01-08 00:00:00","2010-01-08 11:55:00",325.798,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-01-09 00:00:00","2010-01-09 13:25:00",325.701,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-01-10 00:00:00","2010-01-10 03:35:00",325.687,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-01-11 00:00:00","2010-01-11 12:35:00",325.662,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-01-12 00:00:00","2010-01-12 20:55:00",325.644,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-01-13 00:00:00","2010-01-13 11:25:00",325.643,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-01-14 00:00:00","2010-01-14 03:15:00",325.605,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-01-15 00:00:00","2010-01-15 01:15:00",325.613,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-01-16 00:00:00","2010-01-16 07:45:00",325.575,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-01-17 00:00:00","2010-01-17 20:55:00",325.57,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-01-18 00:00:00","2010-01-18 06:15:00",325.572,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-01-19 00:00:00","2010-01-19 06:45:00",325.564,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-01-20 00:00:00","2010-01-20 00:15:00",325.557,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-01-21 00:00:00","2010-01-21 06:15:00",325.54,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-01-22 00:00:00","2010-01-22 19:25:00",325.543,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-01-23 00:00:00","2010-01-23 00:05:00",325.516,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-01-24 00:00:00","2010-01-24 00:05:00",325.498,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-01-25 00:00:00","2010-01-26 00:00:00",325.476,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-01-26 00:00:00","2010-01-26 20:05:00",325.492,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-01-27 00:00:00","2010-01-27 07:35:00",325.503,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-01-28 00:00:00","2010-01-28 00:15:00",325.495,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-01-29 00:00:00","2010-01-29 05:45:00",325.489,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-01-30 00:00:00","2010-01-30 14:55:00",325.492,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-01-31 00:00:00","2010-01-31 01:15:00",325.483,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-02-01 00:00:00","2010-02-01 18:45:00",325.48,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-02-02 00:00:00","2010-02-02 00:55:00",325.477,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-02-03 00:00:00","2010-02-03 18:15:00",325.506,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-02-04 00:00:00","2010-02-04 07:35:00",325.49,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-02-05 00:00:00","2010-02-05 21:55:00",325.609,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-02-06 00:00:00","2010-02-06 03:45:00",325.643,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-02-07 00:00:00","2010-02-07 05:45:00",325.564,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-02-08 00:00:00","2010-02-08 09:35:00",325.543,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-02-09 00:00:00","2010-02-10 00:00:00",325.547,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-02-10 00:00:00","2010-02-10 00:25:00",325.548,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-02-11 00:00:00","2010-02-11 01:05:00",325.526,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-02-12 00:00:00","2010-02-12 00:00:00",325.51,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-02-13 00:00:00","2010-02-13 09:55:00",325.493,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-02-14 00:00:00","2010-02-14 00:35:00",325.486,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-02-15 00:00:00","2010-02-16 00:00:00",325.47,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-02-16 00:00:00","2010-02-16 09:45:00",325.477,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-02-17 00:00:00","2010-02-17 20:55:00",325.47,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-02-18 00:00:00","2010-02-18 03:25:00",325.465,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-02-19 00:00:00","2010-02-19 22:35:00",325.47,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-02-20 00:00:00","2010-02-20 01:05:00",325.475,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-02-21 00:00:00","2010-02-21 21:45:00",325.459,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-02-22 00:00:00","2010-02-22 21:05:00",325.457,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-02-23 00:00:00","2010-02-23 23:15:00",325.546,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-02-24 00:00:00","2010-02-24 19:05:00",325.568,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-02-25 00:00:00","2010-02-25 22:55:00",325.658,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-02-26 00:00:00","2010-02-26 17:05:00",325.883,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-02-27 00:00:00","2010-02-27 02:55:00",325.827,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2010-02-28 00:00:00","2010-02-28 02:15:00",325.79,"Freigegeben, validierte Daten"
