"","station","date","night.max"
"1","NABLAU",2000-01-01,3.3
"2","NABLAU",2000-01-02,3.5
"3","NABLAU",2000-01-03,2.8
"4","NABLAU",2000-01-04,5.7
"5","NABLAU",2000-01-05,NA
"6","NABLAU",2000-01-06,4.5
"7","NABLAU",2000-01-07,3.7
"8","NABLAU",2000-01-08,3.8
"9","NABLAU",2000-01-09,5.1
"10","NABLAU",2000-01-10,4.4
"11","NABLAU",2000-01-11,3.5
"12","NABLAU",2000-01-12,2.5
"13","NABLAU",2000-01-13,2.1
"14","NABLAU",2000-01-14,2.3
"15","NABLAU",2000-01-15,0
"16","NABLAU",2000-01-16,-0.4
"17","NABLAU",2000-01-17,2.4
"18","NABLAU",2000-01-18,4.9
"19","NABLAU",2000-01-19,1.2
"20","NABLAU",2000-01-20,1.3
"21","NABLAU",2000-01-21,3.2
"22","NABLAU",2000-01-22,1.5
"23","NABLAU",2000-01-23,1.6
"24","NABLAU",2000-01-24,-5.1
"25","NABLAU",2000-01-25,-4.7
"26","NABLAU",2000-01-26,-2.7
"27","NABLAU",2000-01-27,-1.9
"28","NABLAU",2000-01-28,1.9
"29","NABLAU",2000-01-29,7.3
"30","NABLAU",2000-01-30,7.8
"31","NABLAU",2000-01-31,7.8
"32","NABLAU",2000-02-01,8.3
"33","NABLAU",2000-02-02,8.2
"34","NABLAU",2000-02-03,5.2
"35","NABLAU",2000-02-04,4.8
"36","NABLAU",2000-02-05,6.3
"37","NABLAU",2000-02-06,8.3
"38","NABLAU",2000-02-07,8.5
"39","NABLAU",2000-02-08,9.6
"40","NABLAU",2000-02-09,5.1
"41","NABLAU",2000-02-10,7.3
"42","NABLAU",2000-02-11,3.8
"43","NABLAU",2000-02-12,4.4
"44","NABLAU",2000-02-13,5.6
"45","NABLAU",2000-02-14,5.3
"46","NABLAU",2000-02-15,8.7
"47","NABLAU",2000-02-16,3.1
"48","NABLAU",2000-02-17,2
"49","NABLAU",2000-02-18,7.1
"50","NABLAU",2000-02-19,5.4
"51","NABLAU",2000-02-20,1.9
"52","NABLAU",2000-02-21,2.5
"53","NABLAU",2000-02-22,3.5
"54","NABLAU",2000-02-23,5
"55","NABLAU",2000-02-24,5.7
"56","NABLAU",2000-02-25,9.4
"57","NABLAU",2000-02-26,9.7
"58","NABLAU",2000-02-27,10.3
"59","NABLAU",2000-02-28,11.3
"60","NABLAU",2000-02-29,8.1
"61","NABLAU",2000-03-01,4.8
"62","NABLAU",2000-03-02,4.6
"63","NABLAU",2000-03-03,8
"64","NABLAU",2000-03-04,3.9
"65","NABLAU",2000-03-05,4.7
"66","NABLAU",2000-03-06,7.6
"67","NABLAU",2000-03-07,9.6
"68","NABLAU",2000-03-08,11.9
"69","NABLAU",2000-03-09,14.7
"70","NABLAU",2000-03-10,11.6
"71","NABLAU",2000-03-11,14.7
"72","NABLAU",2000-03-12,12.3
"73","NABLAU",2000-03-13,12.3
"74","NABLAU",2000-03-14,11.7
"75","NABLAU",2000-03-15,5.5
"76","NABLAU",2000-03-16,7.9
"77","NABLAU",2000-03-17,8.3
"78","NABLAU",2000-03-18,7.6
"79","NABLAU",2000-03-19,7.7
"80","NABLAU",2000-03-20,9.2
"81","NABLAU",2000-03-21,10.5
"82","NABLAU",2000-03-22,12.9
"83","NABLAU",2000-03-23,10.9
"84","NABLAU",2000-03-24,10
"85","NABLAU",2000-03-25,12
"86","NABLAU",2000-03-26,7.3
"87","NABLAU",2000-03-27,6.3
"88","NABLAU",2000-03-28,7.5
"89","NABLAU",2000-03-29,4.8
"90","NABLAU",2000-03-30,6.6
"91","NABLAU",2000-03-31,8.4
"92","NABLAU",2000-04-01,7.7
"93","NABLAU",2000-04-02,11.1
"94","NABLAU",2000-04-03,13.2
"95","NABLAU",2000-04-04,11.4
"96","NABLAU",2000-04-05,7.9
"97","NABLAU",2000-04-06,4.9
"98","NABLAU",2000-04-07,10.7
"99","NABLAU",2000-04-08,13.5
"100","NABLAU",2000-04-09,10.5
"101","NABLAU",2000-04-10,13.1
"102","NABLAU",2000-04-11,10
"103","NABLAU",2000-04-12,8.5
"104","NABLAU",2000-04-13,10
"105","NABLAU",2000-04-14,15.1
"106","NABLAU",2000-04-15,11.4
"107","NABLAU",2000-04-16,10.9
"108","NABLAU",2000-04-17,9.1
"109","NABLAU",2000-04-18,10.9
"110","NABLAU",2000-04-19,12.5
"111","NABLAU",2000-04-20,16.4
"112","NABLAU",2000-04-21,20.4
"113","NABLAU",2000-04-22,22
"114","NABLAU",2000-04-23,10.9
"115","NABLAU",2000-04-24,11.6
"116","NABLAU",2000-04-25,16.5
"117","NABLAU",2000-04-26,19.9
"118","NABLAU",2000-04-27,20.9
"119","NABLAU",2000-04-28,11.4
"120","NABLAU",2000-04-29,13.8
"121","NABLAU",2000-04-30,20.1
"122","NABLAU",2000-05-01,21.2
"123","NABLAU",2000-05-02,20.3
"124","NABLAU",2000-05-03,18.8
"125","NABLAU",2000-05-04,20.5
"126","NABLAU",2000-05-05,19.2
"127","NABLAU",2000-05-06,16.4
"128","NABLAU",2000-05-07,20.9
"129","NABLAU",2000-05-08,21.7
"130","NABLAU",2000-05-09,23.6
"131","NABLAU",2000-05-10,20.8
"132","NABLAU",2000-05-11,19.5
"133","NABLAU",2000-05-12,18.8
"134","NABLAU",2000-05-13,19.7
"135","NABLAU",2000-05-14,21.9
"136","NABLAU",2000-05-15,23.8
"137","NABLAU",2000-05-16,24.7
"138","NABLAU",2000-05-17,16.8
"139","NABLAU",2000-05-18,15.5
"140","NABLAU",2000-05-19,14.1
"141","NABLAU",2000-05-20,16.4
"142","NABLAU",2000-05-21,17.8
"143","NABLAU",2000-05-22,15.9
"144","NABLAU",2000-05-23,19.6
"145","NABLAU",2000-05-24,22.4
"146","NABLAU",2000-05-25,18
"147","NABLAU",2000-05-26,22.1
"148","NABLAU",2000-05-27,14.4
"149","NABLAU",2000-05-28,13.3
"150","NABLAU",2000-05-29,14.8
"151","NABLAU",2000-05-30,16.6
"152","NABLAU",2000-05-31,16.7
"153","NABLAU",2000-06-01,22.3
"154","NABLAU",2000-06-02,25.1
"155","NABLAU",2000-06-03,26
"156","NABLAU",2000-06-04,25.6
"157","NABLAU",2000-06-05,19.4
"158","NABLAU",2000-06-06,14.9
"159","NABLAU",2000-06-07,18.9
"160","NABLAU",2000-06-08,22.9
"161","NABLAU",2000-06-09,25.1
"162","NABLAU",2000-06-10,22.9
"163","NABLAU",2000-06-11,17.2
"164","NABLAU",2000-06-12,20.4
"165","NABLAU",2000-06-13,22
"166","NABLAU",2000-06-14,23.3
"167","NABLAU",2000-06-15,24.5
"168","NABLAU",2000-06-16,22.2
"169","NABLAU",2000-06-17,22.4
"170","NABLAU",2000-06-18,26.8
"171","NABLAU",2000-06-19,28.2
"172","NABLAU",2000-06-20,28.4
"173","NABLAU",2000-06-21,27.4
"174","NABLAU",2000-06-22,23.3
"175","NABLAU",2000-06-23,19.6
"176","NABLAU",2000-06-24,15.4
"177","NABLAU",2000-06-25,17.5
"178","NABLAU",2000-06-26,19.7
"179","NABLAU",2000-06-27,22.5
"180","NABLAU",2000-06-28,19.2
"181","NABLAU",2000-06-29,21.6
"182","NABLAU",2000-06-30,23.4
"183","NABLAU",2000-07-01,26.4
"184","NABLAU",2000-07-02,30
"185","NABLAU",2000-07-03,18.6
"186","NABLAU",2000-07-04,22.3
"187","NABLAU",2000-07-05,22.9
"188","NABLAU",2000-07-06,26.5
"189","NABLAU",2000-07-07,22.6
"190","NABLAU",2000-07-08,16.6
"191","NABLAU",2000-07-09,16.4
"192","NABLAU",2000-07-10,13.5
"193","NABLAU",2000-07-11,12.6
"194","NABLAU",2000-07-12,13.5
"195","NABLAU",2000-07-13,13.7
"196","NABLAU",2000-07-14,13.9
"197","NABLAU",2000-07-15,11.4
"198","NABLAU",2000-07-16,15.2
"199","NABLAU",2000-07-17,19.1
"200","NABLAU",2000-07-18,20.9
"201","NABLAU",2000-07-19,21.3
"202","NABLAU",2000-07-20,21.5
"203","NABLAU",2000-07-21,24.3
"204","NABLAU",2000-07-22,25
"205","NABLAU",2000-07-23,22.4
"206","NABLAU",2000-07-24,18.1
"207","NABLAU",2000-07-25,19.4
"208","NABLAU",2000-07-26,22.6
"209","NABLAU",2000-07-27,21.9
"210","NABLAU",2000-07-28,16.9
"211","NABLAU",2000-07-29,18.4
"212","NABLAU",2000-07-30,21.3
"213","NABLAU",2000-07-31,23.6
"214","NABLAU",2000-08-01,27.3
"215","NABLAU",2000-08-02,20.1
"216","NABLAU",2000-08-03,17
"217","NABLAU",2000-08-04,18.5
"218","NABLAU",2000-08-05,16
"219","NABLAU",2000-08-06,18.4
"220","NABLAU",2000-08-07,21.8
"221","NABLAU",2000-08-08,22.7
"222","NABLAU",2000-08-09,24.5
"223","NABLAU",2000-08-10,26.6
"224","NABLAU",2000-08-11,26.9
"225","NABLAU",2000-08-12,27.5
"226","NABLAU",2000-08-13,25.4
"227","NABLAU",2000-08-14,26.2
"228","NABLAU",2000-08-15,25.8
"229","NABLAU",2000-08-16,27.1
"230","NABLAU",2000-08-17,26.8
"231","NABLAU",2000-08-18,25.2
"232","NABLAU",2000-08-19,28.1
"233","NABLAU",2000-08-20,29
"234","NABLAU",2000-08-21,15.8
"235","NABLAU",2000-08-22,21.5
"236","NABLAU",2000-08-23,24.9
"237","NABLAU",2000-08-24,25.6
"238","NABLAU",2000-08-25,27.2
"239","NABLAU",2000-08-26,26.4
"240","NABLAU",2000-08-27,17.7
"241","NABLAU",2000-08-28,20.1
"242","NABLAU",2000-08-29,21.2
"243","NABLAU",2000-08-30,15.8
"244","NABLAU",2000-08-31,15.6
"245","NABLAU",2000-09-01,21.2
"246","NABLAU",2000-09-02,16.5
"247","NABLAU",2000-09-03,14.9
"248","NABLAU",2000-09-04,14.7
"249","NABLAU",2000-09-05,17.7
"250","NABLAU",2000-09-06,16.3
"251","NABLAU",2000-09-07,16.9
"252","NABLAU",2000-09-08,19.3
"253","NABLAU",2000-09-09,20
"254","NABLAU",2000-09-10,22.3
"255","NABLAU",2000-09-11,22.4
"256","NABLAU",2000-09-12,22.4
"257","NABLAU",2000-09-13,22.2
"258","NABLAU",2000-09-14,22.4
"259","NABLAU",2000-09-15,23.3
"260","NABLAU",2000-09-16,17.3
"261","NABLAU",2000-09-17,17.6
"262","NABLAU",2000-09-18,17.7
"263","NABLAU",2000-09-19,19.3
"264","NABLAU",2000-09-20,12.5
"265","NABLAU",2000-09-21,13.7
"266","NABLAU",2000-09-22,18
"267","NABLAU",2000-09-23,17.4
"268","NABLAU",2000-09-24,18.2
"269","NABLAU",2000-09-25,19
"270","NABLAU",2000-09-26,20.1
"271","NABLAU",2000-09-27,19.3
"272","NABLAU",2000-09-28,19.5
"273","NABLAU",2000-09-29,19
"274","NABLAU",2000-09-30,13.4
"275","NABLAU",2000-10-01,13.9
"276","NABLAU",2000-10-02,11.8
"277","NABLAU",2000-10-03,13
"278","NABLAU",2000-10-04,13.9
"279","NABLAU",2000-10-05,13
"280","NABLAU",2000-10-06,9.8
"281","NABLAU",2000-10-07,9.3
"282","NABLAU",2000-10-08,11.5
"283","NABLAU",2000-10-09,12.4
"284","NABLAU",2000-10-10,10.6
"285","NABLAU",2000-10-11,10.9
"286","NABLAU",2000-10-12,12
"287","NABLAU",2000-10-13,11.7
"288","NABLAU",2000-10-14,13.1
"289","NABLAU",2000-10-15,14.2
"290","NABLAU",2000-10-16,14.1
"291","NABLAU",2000-10-17,12.5
"292","NABLAU",2000-10-18,12
"293","NABLAU",2000-10-19,13.2
"294","NABLAU",2000-10-20,12.7
"295","NABLAU",2000-10-21,12.1
"296","NABLAU",2000-10-22,11.9
"297","NABLAU",2000-10-23,12.7
"298","NABLAU",2000-10-24,14.1
"299","NABLAU",2000-10-25,15.6
"300","NABLAU",2000-10-26,13.2
"301","NABLAU",2000-10-27,11.7
"302","NABLAU",2000-10-28,13.9
"303","NABLAU",2000-10-29,11.1
"304","NABLAU",2000-10-30,15.6
"305","NABLAU",2000-10-31,9.4
"306","NABLAU",2000-11-01,11.8
"307","NABLAU",2000-11-02,10.4
"308","NABLAU",2000-11-03,8.7
"309","NABLAU",2000-11-04,7.4
"310","NABLAU",2000-11-05,8.4
"311","NABLAU",2000-11-06,10.1
"312","NABLAU",2000-11-07,8.9
"313","NABLAU",2000-11-08,7.8
"314","NABLAU",2000-11-09,7.6
"315","NABLAU",2000-11-10,8.8
"316","NABLAU",2000-11-11,6.6
"317","NABLAU",2000-11-12,14.3
"318","NABLAU",2000-11-13,12.3
"319","NABLAU",2000-11-14,6.7
"320","NABLAU",2000-11-15,7.2
"321","NABLAU",2000-11-16,6.7
"322","NABLAU",2000-11-17,4.7
"323","NABLAU",2000-11-18,4.4
"324","NABLAU",2000-11-19,7.2
"325","NABLAU",2000-11-20,5.7
"326","NABLAU",2000-11-21,7.7
"327","NABLAU",2000-11-22,8.8
"328","NABLAU",2000-11-23,8.5
"329","NABLAU",2000-11-24,6.3
"330","NABLAU",2000-11-25,6.5
"331","NABLAU",2000-11-26,6.8
"332","NABLAU",2000-11-27,7.4
"333","NABLAU",2000-11-28,8.9
"334","NABLAU",2000-11-29,7.2
"335","NABLAU",2000-11-30,6.9
"336","NABLAU",2000-12-01,8.3
"337","NABLAU",2000-12-02,8.9
"338","NABLAU",2000-12-03,8.9
"339","NABLAU",2000-12-04,8.4
"340","NABLAU",2000-12-05,5.9
"341","NABLAU",2000-12-06,8.8
"342","NABLAU",2000-12-07,14.6
"343","NABLAU",2000-12-08,9.6
"344","NABLAU",2000-12-09,8.6
"345","NABLAU",2000-12-10,9.9
"346","NABLAU",2000-12-11,9.8
"347","NABLAU",2000-12-12,10.6
"348","NABLAU",2000-12-13,10.8
"349","NABLAU",2000-12-14,8.9
"350","NABLAU",2000-12-15,5.8
"351","NABLAU",2000-12-16,4.4
"352","NABLAU",2000-12-17,5.1
"353","NABLAU",2000-12-18,5.8
"354","NABLAU",2000-12-19,7.3
"355","NABLAU",2000-12-20,4.9
"356","NABLAU",2000-12-21,3.6
"357","NABLAU",2000-12-22,2.1
"358","NABLAU",2000-12-23,2
"359","NABLAU",2000-12-24,5.1
"360","NABLAU",2000-12-25,5.5
"361","NABLAU",2000-12-26,5
"362","NABLAU",2000-12-27,6.1
"363","NABLAU",2000-12-28,3.1
"364","NABLAU",2000-12-29,3.4
"365","NABLAU",2000-12-30,0.3
"366","NABLAU",2000-12-31,-0.1
"367","NABLAU",2001-01-01,6
"368","NABLAU",2001-01-02,6.1
"369","NABLAU",2001-01-03,6.6
"370","NABLAU",2001-01-04,6.4
"371","NABLAU",2001-01-05,9
"372","NABLAU",2001-01-06,4.2
"373","NABLAU",2001-01-07,4.8
"374","NABLAU",2001-01-08,4.5
"375","NABLAU",2001-01-09,3.3
"376","NABLAU",2001-01-10,6.5
"377","NABLAU",2001-01-11,6.8
"378","NABLAU",2001-01-12,4.7
"379","NABLAU",2001-01-13,-0.7
"380","NABLAU",2001-01-14,-1.1
"381","NABLAU",2001-01-15,0.7
"382","NABLAU",2001-01-16,1.4
"383","NABLAU",2001-01-17,2.4
"384","NABLAU",2001-01-18,2.9
"385","NABLAU",2001-01-19,3.5
"386","NABLAU",2001-01-20,4.7
"387","NABLAU",2001-01-21,3.9
"388","NABLAU",2001-01-22,8
"389","NABLAU",2001-01-23,9.5
"390","NABLAU",2001-01-24,6.4
"391","NABLAU",2001-01-25,5.3
"392","NABLAU",2001-01-26,6.2
"393","NABLAU",2001-01-27,4.7
"394","NABLAU",2001-01-28,4.7
"395","NABLAU",2001-01-29,3.1
"396","NABLAU",2001-01-30,2.2
"397","NABLAU",2001-01-31,2.1
"398","NABLAU",2001-02-01,-0.2
"399","NABLAU",2001-02-02,3.3
"400","NABLAU",2001-02-03,7.1
"401","NABLAU",2001-02-04,9.7
"402","NABLAU",2001-02-05,9.5
"403","NABLAU",2001-02-06,12.8
"404","NABLAU",2001-02-07,14.5
"405","NABLAU",2001-02-08,7.3
"406","NABLAU",2001-02-09,6
"407","NABLAU",2001-02-10,6.2
"408","NABLAU",2001-02-11,7.2
"409","NABLAU",2001-02-12,10.7
"410","NABLAU",2001-02-13,9.7
"411","NABLAU",2001-02-14,5.4
"412","NABLAU",2001-02-15,6.7
"413","NABLAU",2001-02-16,9.2
"414","NABLAU",2001-02-17,4.6
"415","NABLAU",2001-02-18,4.3
"416","NABLAU",2001-02-19,5.3
"417","NABLAU",2001-02-20,4.8
"418","NABLAU",2001-02-21,6.3
"419","NABLAU",2001-02-22,7.9
"420","NABLAU",2001-02-23,5.6
"421","NABLAU",2001-02-24,0.5
"422","NABLAU",2001-02-25,-0.6
"423","NABLAU",2001-02-26,1.7
"424","NABLAU",2001-02-27,4.2
"425","NABLAU",2001-02-28,5
"426","NABLAU",2001-03-01,2.5
"427","NABLAU",2001-03-02,3.4
"428","NABLAU",2001-03-03,9.1
"429","NABLAU",2001-03-04,7.5
"430","NABLAU",2001-03-05,7.3
"431","NABLAU",2001-03-06,8.5
"432","NABLAU",2001-03-07,NA
"433","NABLAU",2001-03-08,7.9
"434","NABLAU",2001-03-09,10.3
"435","NABLAU",2001-03-10,9.9
"436","NABLAU",2001-03-11,11
"437","NABLAU",2001-03-12,7.9
"438","NABLAU",2001-03-13,7.5
"439","NABLAU",2001-03-14,8
"440","NABLAU",2001-03-15,12.4
"441","NABLAU",2001-03-16,12
"442","NABLAU",2001-03-17,7.7
"443","NABLAU",2001-03-18,10.1
"444","NABLAU",2001-03-19,8.6
"445","NABLAU",2001-03-20,10.6
"446","NABLAU",2001-03-21,12.3
"447","NABLAU",2001-03-22,13.2
"448","NABLAU",2001-03-23,17.4
"449","NABLAU",2001-03-24,17.3
"450","NABLAU",2001-03-25,10.4
"451","NABLAU",2001-03-26,9.7
"452","NABLAU",2001-03-27,11.5
"453","NABLAU",2001-03-28,11.2
"454","NABLAU",2001-03-29,7.1
"455","NABLAU",2001-03-30,7.8
"456","NABLAU",2001-03-31,11.8
"457","NABLAU",2001-04-01,14.6
"458","NABLAU",2001-04-02,16.7
"459","NABLAU",2001-04-03,13.9
"460","NABLAU",2001-04-04,7.6
"461","NABLAU",2001-04-05,10.1
"462","NABLAU",2001-04-06,11.1
"463","NABLAU",2001-04-07,7.1
"464","NABLAU",2001-04-08,7.2
"465","NABLAU",2001-04-09,7.5
"466","NABLAU",2001-04-10,7.9
"467","NABLAU",2001-04-11,8.6
"468","NABLAU",2001-04-12,9.6
"469","NABLAU",2001-04-13,7.7
"470","NABLAU",2001-04-14,6.5
"471","NABLAU",2001-04-15,6
"472","NABLAU",2001-04-16,5.4
"473","NABLAU",2001-04-17,8.6
"474","NABLAU",2001-04-18,8.5
"475","NABLAU",2001-04-19,4.1
"476","NABLAU",2001-04-20,3.5
"477","NABLAU",2001-04-21,2.9
"478","NABLAU",2001-04-22,7.1
"479","NABLAU",2001-04-23,5.7
"480","NABLAU",2001-04-24,11.3
"481","NABLAU",2001-04-25,8.8
"482","NABLAU",2001-04-26,12.3
"483","NABLAU",2001-04-27,15.2
"484","NABLAU",2001-04-28,16.4
"485","NABLAU",2001-04-29,15.8
"486","NABLAU",2001-04-30,17.7
"487","NABLAU",2001-05-01,12.1
"488","NABLAU",2001-05-02,16.6
"489","NABLAU",2001-05-03,15.8
"490","NABLAU",2001-05-04,12.7
"491","NABLAU",2001-05-05,13.5
"492","NABLAU",2001-05-06,11
"493","NABLAU",2001-05-07,12.4
"494","NABLAU",2001-05-08,15.1
"495","NABLAU",2001-05-09,18.8
"496","NABLAU",2001-05-10,17.9
"497","NABLAU",2001-05-11,20.8
"498","NABLAU",2001-05-12,21.7
"499","NABLAU",2001-05-13,22.8
"500","NABLAU",2001-05-14,14.7
"501","NABLAU",2001-05-15,15.4
"502","NABLAU",2001-05-16,19.1
"503","NABLAU",2001-05-17,14.3
"504","NABLAU",2001-05-18,13.6
"505","NABLAU",2001-05-19,18
"506","NABLAU",2001-05-20,19.1
"507","NABLAU",2001-05-21,21.5
"508","NABLAU",2001-05-22,19.7
"509","NABLAU",2001-05-23,22.3
"510","NABLAU",2001-05-24,16.8
"511","NABLAU",2001-05-25,19.5
"512","NABLAU",2001-05-26,23.7
"513","NABLAU",2001-05-27,24.8
"514","NABLAU",2001-05-28,26.3
"515","NABLAU",2001-05-29,27.4
"516","NABLAU",2001-05-30,27.4
"517","NABLAU",2001-05-31,21
"518","NABLAU",2001-06-01,17.7
"519","NABLAU",2001-06-02,14.8
"520","NABLAU",2001-06-03,11.2
"521","NABLAU",2001-06-04,17.3
"522","NABLAU",2001-06-05,21.5
"523","NABLAU",2001-06-06,16.4
"524","NABLAU",2001-06-07,19.2
"525","NABLAU",2001-06-08,14.7
"526","NABLAU",2001-06-09,15.4
"527","NABLAU",2001-06-10,12.9
"528","NABLAU",2001-06-11,15.4
"529","NABLAU",2001-06-12,20.5
"530","NABLAU",2001-06-13,17.1
"531","NABLAU",2001-06-14,21
"532","NABLAU",2001-06-15,15.9
"533","NABLAU",2001-06-16,16.3
"534","NABLAU",2001-06-17,14.7
"535","NABLAU",2001-06-18,13.3
"536","NABLAU",2001-06-19,17.9
"537","NABLAU",2001-06-20,21.1
"538","NABLAU",2001-06-21,24.5
"539","NABLAU",2001-06-22,24.2
"540","NABLAU",2001-06-23,24.7
"541","NABLAU",2001-06-24,26.9
"542","NABLAU",2001-06-25,28
"543","NABLAU",2001-06-26,27.6
"544","NABLAU",2001-06-27,20.3
"545","NABLAU",2001-06-28,21.7
"546","NABLAU",2001-06-29,24.9
"547","NABLAU",2001-06-30,25.6
"548","NABLAU",2001-07-01,23.3
"549","NABLAU",2001-07-02,25.2
"550","NABLAU",2001-07-03,25.7
"551","NABLAU",2001-07-04,24.6
"552","NABLAU",2001-07-05,27
"553","NABLAU",2001-07-06,26.6
"554","NABLAU",2001-07-07,17.1
"555","NABLAU",2001-07-08,18.8
"556","NABLAU",2001-07-09,22.7
"557","NABLAU",2001-07-10,23.9
"558","NABLAU",2001-07-11,20.4
"559","NABLAU",2001-07-12,23.3
"560","NABLAU",2001-07-13,21.8
"561","NABLAU",2001-07-14,20.3
"562","NABLAU",2001-07-15,13.6
"563","NABLAU",2001-07-16,16.5
"564","NABLAU",2001-07-17,19.9
"565","NABLAU",2001-07-18,19.2
"566","NABLAU",2001-07-19,19.7
"567","NABLAU",2001-07-20,15.3
"568","NABLAU",2001-07-21,21.7
"569","NABLAU",2001-07-22,25
"570","NABLAU",2001-07-23,21.7
"571","NABLAU",2001-07-24,23.3
"572","NABLAU",2001-07-25,27
"573","NABLAU",2001-07-26,25.7
"574","NABLAU",2001-07-27,25.9
"575","NABLAU",2001-07-28,24.4
"576","NABLAU",2001-07-29,27
"577","NABLAU",2001-07-30,28.3
"578","NABLAU",2001-07-31,27.9
"579","NABLAU",2001-08-01,28.7
"580","NABLAU",2001-08-02,27.2
"581","NABLAU",2001-08-03,18.5
"582","NABLAU",2001-08-04,20
"583","NABLAU",2001-08-05,21.5
"584","NABLAU",2001-08-06,19.2
"585","NABLAU",2001-08-07,23
"586","NABLAU",2001-08-08,20.9
"587","NABLAU",2001-08-09,18.4
"588","NABLAU",2001-08-10,18.5
"589","NABLAU",2001-08-11,20.2
"590","NABLAU",2001-08-12,22.2
"591","NABLAU",2001-08-13,24.4
"592","NABLAU",2001-08-14,26.9
"593","NABLAU",2001-08-15,27.2
"594","NABLAU",2001-08-16,23.1
"595","NABLAU",2001-08-17,22.6
"596","NABLAU",2001-08-18,25.2
"597","NABLAU",2001-08-19,24
"598","NABLAU",2001-08-20,21.2
"599","NABLAU",2001-08-21,24.1
"600","NABLAU",2001-08-22,25
"601","NABLAU",2001-08-23,24.4
"602","NABLAU",2001-08-24,NA
"603","NABLAU",2001-08-25,NA
"604","NABLAU",2001-08-26,NA
"605","NABLAU",2001-08-27,26.9
"606","NABLAU",2001-08-28,25.6
"607","NABLAU",2001-08-29,24.2
"608","NABLAU",2001-08-30,18.2
"609","NABLAU",2001-08-31,15.7
"610","NABLAU",2001-09-01,14
"611","NABLAU",2001-09-02,18
"612","NABLAU",2001-09-03,21.3
"613","NABLAU",2001-09-04,11.7
"614","NABLAU",2001-09-05,11.9
"615","NABLAU",2001-09-06,15.3
"616","NABLAU",2001-09-07,16.3
"617","NABLAU",2001-09-08,16.8
"618","NABLAU",2001-09-09,13.2
"619","NABLAU",2001-09-10,11.7
"620","NABLAU",2001-09-11,13.6
"621","NABLAU",2001-09-12,15.5
"622","NABLAU",2001-09-13,17.3
"623","NABLAU",2001-09-14,11.8
"624","NABLAU",2001-09-15,14.7
"625","NABLAU",2001-09-16,9.5
"626","NABLAU",2001-09-17,9.8
"627","NABLAU",2001-09-18,11.3
"628","NABLAU",2001-09-19,12.7
"629","NABLAU",2001-09-20,15.8
"630","NABLAU",2001-09-21,16.4
"631","NABLAU",2001-09-22,14.1
"632","NABLAU",2001-09-23,13.3
"633","NABLAU",2001-09-24,13.7
"634","NABLAU",2001-09-25,14.4
"635","NABLAU",2001-09-26,14.4
"636","NABLAU",2001-09-27,14
"637","NABLAU",2001-09-28,15.4
"638","NABLAU",2001-09-29,14.2
"639","NABLAU",2001-09-30,16.9
"640","NABLAU",2001-10-01,19.6
"641","NABLAU",2001-10-02,20.5
"642","NABLAU",2001-10-03,21.5
"643","NABLAU",2001-10-04,15.6
"644","NABLAU",2001-10-05,16.1
"645","NABLAU",2001-10-06,17.6
"646","NABLAU",2001-10-07,16.9
"647","NABLAU",2001-10-08,15
"648","NABLAU",2001-10-09,14.9
"649","NABLAU",2001-10-10,16.1
"650","NABLAU",2001-10-11,16.1
"651","NABLAU",2001-10-12,16.3
"652","NABLAU",2001-10-13,16.6
"653","NABLAU",2001-10-14,16.6
"654","NABLAU",2001-10-15,17.5
"655","NABLAU",2001-10-16,17.8
"656","NABLAU",2001-10-17,16
"657","NABLAU",2001-10-18,15.7
"658","NABLAU",2001-10-19,15.9
"659","NABLAU",2001-10-20,15.8
"660","NABLAU",2001-10-21,14.5
"661","NABLAU",2001-10-22,14.1
"662","NABLAU",2001-10-23,13.3
"663","NABLAU",2001-10-24,14
"664","NABLAU",2001-10-25,12.9
"665","NABLAU",2001-10-26,12.3
"666","NABLAU",2001-10-27,14.4
"667","NABLAU",2001-10-28,15.1
"668","NABLAU",2001-10-29,14.8
"669","NABLAU",2001-10-30,13.9
"670","NABLAU",2001-10-31,16.6
"671","NABLAU",2001-11-01,8.2
"672","NABLAU",2001-11-02,8.8
"673","NABLAU",2001-11-03,8.4
"674","NABLAU",2001-11-04,8.5
"675","NABLAU",2001-11-05,9
"676","NABLAU",2001-11-06,8.9
"677","NABLAU",2001-11-07,11.1
"678","NABLAU",2001-11-08,7.3
"679","NABLAU",2001-11-09,1.8
"680","NABLAU",2001-11-10,1.9
"681","NABLAU",2001-11-11,1.6
"682","NABLAU",2001-11-12,3.6
"683","NABLAU",2001-11-13,6.2
"684","NABLAU",2001-11-14,1.6
"685","NABLAU",2001-11-15,1
"686","NABLAU",2001-11-16,2.1
"687","NABLAU",2001-11-17,3.1
"688","NABLAU",2001-11-18,4.5
"689","NABLAU",2001-11-19,1.7
"690","NABLAU",2001-11-20,2.8
"691","NABLAU",2001-11-21,3.5
"692","NABLAU",2001-11-22,4.2
"693","NABLAU",2001-11-23,1.7
"694","NABLAU",2001-11-24,4.3
"695","NABLAU",2001-11-25,7.1
"696","NABLAU",2001-11-26,7.4
"697","NABLAU",2001-11-27,4.7
"698","NABLAU",2001-11-28,5.1
"699","NABLAU",2001-11-29,5.9
"700","NABLAU",2001-11-30,9.4
"701","NABLAU",2001-12-01,9.8
"702","NABLAU",2001-12-02,9.6
"703","NABLAU",2001-12-03,9.3
"704","NABLAU",2001-12-04,8.9
