"","station","date","night.max"
"1935","NABLAU",2005-04-18,10.1
"1936","NABLAU",2005-04-19,9.8
"1937","NABLAU",2005-04-20,7.8
"1938","NABLAU",2005-04-21,12
"1939","NABLAU",2005-04-22,14.5
"1940","NABLAU",2005-04-23,12.8
"1941","NABLAU",2005-04-24,12.5
"1942","NABLAU",2005-04-25,10.8
"1943","NABLAU",2005-04-26,16.2
"1944","NABLAU",2005-04-27,14.8
"1945","NABLAU",2005-04-28,17.6
"1946","NABLAU",2005-04-29,24
"1947","NABLAU",2005-04-30,25.5
"1948","NABLAU",2005-05-01,25.3
"1949","NABLAU",2005-05-02,21.8
"1950","NABLAU",2005-05-03,15.6
"1951","NABLAU",2005-05-04,13.3
"1952","NABLAU",2005-05-05,12.6
"1953","NABLAU",2005-05-06,11.8
"1954","NABLAU",2005-05-07,11.7
"1955","NABLAU",2005-05-08,14.2
"1956","NABLAU",2005-05-09,15.3
"1957","NABLAU",2005-05-10,12.9
"1958","NABLAU",2005-05-11,15.4
"1959","NABLAU",2005-05-12,16
"1960","NABLAU",2005-05-13,18.4
"1961","NABLAU",2005-05-14,14.3
"1962","NABLAU",2005-05-15,18
"1963","NABLAU",2005-05-16,12.5
"1964","NABLAU",2005-05-17,16.7
"1965","NABLAU",2005-05-18,11.3
"1966","NABLAU",2005-05-19,18.8
"1967","NABLAU",2005-05-20,22.8
"1968","NABLAU",2005-05-21,19.8
"1969","NABLAU",2005-05-22,17
"1970","NABLAU",2005-05-23,13.3
"1971","NABLAU",2005-05-24,20.3
"1972","NABLAU",2005-05-25,24.4
"1973","NABLAU",2005-05-26,27.2
"1974","NABLAU",2005-05-27,29
"1975","NABLAU",2005-05-28,28.8
"1976","NABLAU",2005-05-29,27
"1977","NABLAU",2005-05-30,15.2
"1978","NABLAU",2005-05-31,20
"1979","NABLAU",2005-06-01,21.4
"1980","NABLAU",2005-06-02,24.2
"1981","NABLAU",2005-06-03,25
"1982","NABLAU",2005-06-04,21.1
"1983","NABLAU",2005-06-05,18.3
"1984","NABLAU",2005-06-06,15.7
"1985","NABLAU",2005-06-07,16.2
"1986","NABLAU",2005-06-08,15.7
"1987","NABLAU",2005-06-09,15.8
"1988","NABLAU",2005-06-10,19.2
"1989","NABLAU",2005-06-11,21.5
"1990","NABLAU",2005-06-12,23.8
"1991","NABLAU",2005-06-13,18
"1992","NABLAU",2005-06-14,16.6
"1993","NABLAU",2005-06-15,21.8
"1994","NABLAU",2005-06-16,23.4
"1995","NABLAU",2005-06-17,26
"1996","NABLAU",2005-06-18,27
"1997","NABLAU",2005-06-19,27.5
"1998","NABLAU",2005-06-20,27.4
"1999","NABLAU",2005-06-21,28.3
"2000","NABLAU",2005-06-22,29.7
"2001","NABLAU",2005-06-23,27.6
"2002","NABLAU",2005-06-24,26.5
"2003","NABLAU",2005-06-25,23.6
"2004","NABLAU",2005-06-26,31.1
"2005","NABLAU",2005-06-27,28.1
"2006","NABLAU",2005-06-28,30.6
"2007","NABLAU",2005-06-29,21.5
"2008","NABLAU",2005-06-30,24.3
"2009","NABLAU",2005-07-01,19.1
"2010","NABLAU",2005-07-02,23.4
"2011","NABLAU",2005-07-03,27.6
"2012","NABLAU",2005-07-04,17
"2013","NABLAU",2005-07-05,19.9
"2014","NABLAU",2005-07-06,17.3
"2015","NABLAU",2005-07-07,15.7
"2016","NABLAU",2005-07-08,16.7
"2017","NABLAU",2005-07-09,17
"2018","NABLAU",2005-07-10,19.2
"2019","NABLAU",2005-07-11,21.9
"2020","NABLAU",2005-07-12,24
"2021","NABLAU",2005-07-13,26.5
"2022","NABLAU",2005-07-14,27.3
"2023","NABLAU",2005-07-15,30.2
"2024","NABLAU",2005-07-16,28
"2025","NABLAU",2005-07-17,30.4
"2026","NABLAU",2005-07-18,19.9
"2027","NABLAU",2005-07-19,23
"2028","NABLAU",2005-07-20,22.5
"2029","NABLAU",2005-07-21,24
"2030","NABLAU",2005-07-22,22.6
"2031","NABLAU",2005-07-23,22.5
"2032","NABLAU",2005-07-24,24.1
"2033","NABLAU",2005-07-25,24.8
"2034","NABLAU",2005-07-26,27.3
"2035","NABLAU",2005-07-27,31.7
"2036","NABLAU",2005-07-28,32.6
"2037","NABLAU",2005-07-29,25.3
"2038","NABLAU",2005-07-30,23.7
"2039","NABLAU",2005-07-31,22
"2040","NABLAU",2005-08-01,22.4
"2041","NABLAU",2005-08-02,17.3
"2042","NABLAU",2005-08-03,19.6
"2043","NABLAU",2005-08-04,21.3
"2044","NABLAU",2005-08-05,24.4
"2045","NABLAU",2005-08-06,20.5
"2046","NABLAU",2005-08-07,18.2
"2047","NABLAU",2005-08-08,20.2
"2048","NABLAU",2005-08-09,22.7
"2049","NABLAU",2005-08-10,25.6
"2050","NABLAU",2005-08-11,22.4
"2051","NABLAU",2005-08-12,24.4
"2052","NABLAU",2005-08-13,23.3
"2053","NABLAU",2005-08-14,17.9
"2054","NABLAU",2005-08-15,15.8
"2055","NABLAU",2005-08-16,19.6
"2056","NABLAU",2005-08-17,22.4
"2057","NABLAU",2005-08-18,21.2
"2058","NABLAU",2005-08-19,20.5
"2059","NABLAU",2005-08-20,17.1
"2060","NABLAU",2005-08-21,16.7
"2061","NABLAU",2005-08-22,17.6
"2062","NABLAU",2005-08-23,18.9
"2063","NABLAU",2005-08-24,21.3
"2064","NABLAU",2005-08-25,17.4
"2065","NABLAU",2005-08-26,20
"2066","NABLAU",2005-08-27,18.1
"2067","NABLAU",2005-08-28,21.2
"2068","NABLAU",2005-08-29,22.9
"2069","NABLAU",2005-08-30,26.2
"2070","NABLAU",2005-08-31,27
"2071","NABLAU",2005-09-01,25.3
"2072","NABLAU",2005-09-02,25.8
"2073","NABLAU",2005-09-03,25.1
"2074","NABLAU",2005-09-04,25.8
"2075","NABLAU",2005-09-05,22
"2076","NABLAU",2005-09-06,23.3
"2077","NABLAU",2005-09-07,23.5
"2078","NABLAU",2005-09-08,23.8
"2079","NABLAU",2005-09-09,20
"2080","NABLAU",2005-09-10,20.7
"2081","NABLAU",2005-09-11,16.7
"2082","NABLAU",2005-09-12,18.2
"2083","NABLAU",2005-09-13,20.9
"2084","NABLAU",2005-09-14,19.9
"2085","NABLAU",2005-09-15,21.5
"2086","NABLAU",2005-09-16,17.5
"2087","NABLAU",2005-09-17,10.3
"2088","NABLAU",2005-09-18,11.6
"2089","NABLAU",2005-09-19,11.8
"2090","NABLAU",2005-09-20,13.4
"2091","NABLAU",2005-09-21,15.4
"2092","NABLAU",2005-09-22,17.3
"2093","NABLAU",2005-09-23,18.8
"2094","NABLAU",2005-09-24,18.9
"2095","NABLAU",2005-09-25,18.3
"2096","NABLAU",2005-09-26,19.3
"2097","NABLAU",2005-09-27,18.7
"2098","NABLAU",2005-09-28,18.9
"2099","NABLAU",2005-09-29,13.7
"2100","NABLAU",2005-09-30,14.8
"2101","NABLAU",2005-10-01,13.6
"2102","NABLAU",2005-10-02,9.4
"2103","NABLAU",2005-10-03,11.1
"2104","NABLAU",2005-10-04,13.9
"2105","NABLAU",2005-10-05,13.9
"2106","NABLAU",2005-10-06,14.9
"2107","NABLAU",2005-10-07,13.9
"2108","NABLAU",2005-10-08,15
"2109","NABLAU",2005-10-09,15.8
"2110","NABLAU",2005-10-10,15.8
"2111","NABLAU",2005-10-11,15.6
"2112","NABLAU",2005-10-12,14.9
"2113","NABLAU",2005-10-13,15
"2114","NABLAU",2005-10-14,14.9
"2115","NABLAU",2005-10-15,14.5
"2116","NABLAU",2005-10-16,12.9
"2117","NABLAU",2005-10-17,10.6
"2118","NABLAU",2005-10-18,11.6
"2119","NABLAU",2005-10-19,13.5
"2120","NABLAU",2005-10-20,14.9
"2121","NABLAU",2005-10-21,15
"2122","NABLAU",2005-10-22,17.5
"2123","NABLAU",2005-10-23,13.8
"2124","NABLAU",2005-10-24,14
"2125","NABLAU",2005-10-25,16.2
"2126","NABLAU",2005-10-26,15.8
"2127","NABLAU",2005-10-27,15.5
"2128","NABLAU",2005-10-28,14.8
"2129","NABLAU",2005-10-29,16.3
"2130","NABLAU",2005-10-30,14.7
"2131","NABLAU",2005-10-31,15.7
"2132","NABLAU",2005-11-01,15.7
"2133","NABLAU",2005-11-02,14.3
"2134","NABLAU",2005-11-03,16.7
"2135","NABLAU",2005-11-04,13.7
"2136","NABLAU",2005-11-05,9.5
"2137","NABLAU",2005-11-06,9.4
"2138","NABLAU",2005-11-07,9.6
"2139","NABLAU",2005-11-08,9.5
"2140","NABLAU",2005-11-09,11
"2141","NABLAU",2005-11-10,11.9
"2142","NABLAU",2005-11-11,10.3
"2143","NABLAU",2005-11-12,10.4
"2144","NABLAU",2005-11-13,10.1
"2145","NABLAU",2005-11-14,6.6
"2146","NABLAU",2005-11-15,9.6
"2147","NABLAU",2005-11-16,8.1
"2148","NABLAU",2005-11-17,4.3
"2149","NABLAU",2005-11-18,3.9
"2150","NABLAU",2005-11-19,2
"2151","NABLAU",2005-11-20,2.8
"2152","NABLAU",2005-11-21,5.8
"2153","NABLAU",2005-11-22,0.5
"2154","NABLAU",2005-11-23,-0.6
"2155","NABLAU",2005-11-24,0.5
"2156","NABLAU",2005-11-25,2
"2157","NABLAU",2005-11-26,0.5
"2158","NABLAU",2005-11-27,2.4
"2159","NABLAU",2005-11-28,3.1
"2160","NABLAU",2005-11-29,3.7
"2161","NABLAU",2005-11-30,3.2
"2162","NABLAU",2005-12-01,1.6
"2163","NABLAU",2005-12-02,4.8
"2164","NABLAU",2005-12-03,6.9
"2165","NABLAU",2005-12-04,7.7
"2166","NABLAU",2005-12-05,6.2
"2167","NABLAU",2005-12-06,4.8
"2168","NABLAU",2005-12-07,4.9
"2169","NABLAU",2005-12-08,4
"2170","NABLAU",2005-12-09,3.1
"2171","NABLAU",2005-12-10,1.4
"2172","NABLAU",2005-12-11,-0.5
"2173","NABLAU",2005-12-12,-0.6
"2174","NABLAU",2005-12-13,1.8
"2175","NABLAU",2005-12-14,1.1
"2176","NABLAU",2005-12-15,2.1
"2177","NABLAU",2005-12-16,5
"2178","NABLAU",2005-12-17,0.5
"2179","NABLAU",2005-12-18,0.8
"2180","NABLAU",2005-12-19,1.2
"2181","NABLAU",2005-12-20,0.9
"2182","NABLAU",2005-12-21,-0.6
"2183","NABLAU",2005-12-22,-0.5
"2184","NABLAU",2005-12-23,2.5
"2185","NABLAU",2005-12-24,2.4
"2186","NABLAU",2005-12-25,2.4
"2187","NABLAU",2005-12-26,0.9
"2188","NABLAU",2005-12-27,-2.6
"2189","NABLAU",2005-12-28,-3.8
"2190","NABLAU",2005-12-29,-3.5
"2191","NABLAU",2005-12-30,4.4
"2192","NABLAU",2005-12-31,6.9
"2193","NABLAU",2006-01-01,3.9
"2194","NABLAU",2006-01-02,3.5
"2195","NABLAU",2006-01-03,1.7
"2196","NABLAU",2006-01-04,0.8
"2197","NABLAU",2006-01-05,1
"2198","NABLAU",2006-01-06,-0.1
"2199","NABLAU",2006-01-07,0.7
"2200","NABLAU",2006-01-08,0.2
"2201","NABLAU",2006-01-09,-0.2
"2202","NABLAU",2006-01-10,-0.3
"2203","NABLAU",2006-01-11,-0.1
"2204","NABLAU",2006-01-12,0.9
"2205","NABLAU",2006-01-13,0.4
"2206","NABLAU",2006-01-14,-1.7
"2207","NABLAU",2006-01-15,-1.2
"2208","NABLAU",2006-01-16,1.9
"2209","NABLAU",2006-01-17,5.5
"2210","NABLAU",2006-01-18,7.1
"2211","NABLAU",2006-01-19,5.3
"2212","NABLAU",2006-01-20,6.7
"2213","NABLAU",2006-01-21,4.7
"2214","NABLAU",2006-01-22,2.9
"2215","NABLAU",2006-01-23,-2
"2216","NABLAU",2006-01-24,-0.6
"2217","NABLAU",2006-01-25,2.6
"2218","NABLAU",2006-01-26,0.8
"2219","NABLAU",2006-01-27,0
"2220","NABLAU",2006-01-28,4.3
"2221","NABLAU",2006-01-29,3.4
"2222","NABLAU",2006-01-30,2.9
"2223","NABLAU",2006-01-31,3.1
"2224","NABLAU",2006-02-01,3.7
"2225","NABLAU",2006-02-02,0.8
"2226","NABLAU",2006-02-03,-0.8
"2227","NABLAU",2006-02-04,-2.4
"2228","NABLAU",2006-02-05,-0.9
"2229","NABLAU",2006-02-06,4.6
"2230","NABLAU",2006-02-07,3.7
"2231","NABLAU",2006-02-08,2.8
"2232","NABLAU",2006-02-09,3
"2233","NABLAU",2006-02-10,0.9
"2234","NABLAU",2006-02-11,1.3
"2235","NABLAU",2006-02-12,0.6
"2236","NABLAU",2006-02-13,2.5
"2237","NABLAU",2006-02-14,5.5
"2238","NABLAU",2006-02-15,7.3
"2239","NABLAU",2006-02-16,9.1
"2240","NABLAU",2006-02-17,6.6
"2241","NABLAU",2006-02-18,6.3
"2242","NABLAU",2006-02-19,4.7
"2243","NABLAU",2006-02-20,6.9
"2244","NABLAU",2006-02-21,7.5
"2245","NABLAU",2006-02-22,4.9
"2246","NABLAU",2006-02-23,4.1
"2247","NABLAU",2006-02-24,2
"2248","NABLAU",2006-02-25,3.9
"2249","NABLAU",2006-02-26,2
"2250","NABLAU",2006-02-27,0.1
"2251","NABLAU",2006-02-28,0.9
"2252","NABLAU",2006-03-01,-0.1
"2253","NABLAU",2006-03-02,4
"2254","NABLAU",2006-03-03,8.3
"2255","NABLAU",2006-03-04,9.3
"2256","NABLAU",2006-03-05,0.3
"2257","NABLAU",2006-03-06,2.2
"2258","NABLAU",2006-03-07,2.2
"2259","NABLAU",2006-03-08,8.9
"2260","NABLAU",2006-03-09,8.6
"2261","NABLAU",2006-03-10,4.5
"2262","NABLAU",2006-03-11,3.8
"2263","NABLAU",2006-03-12,-3.5
"2264","NABLAU",2006-03-13,-1.4
"2265","NABLAU",2006-03-14,2.3
"2266","NABLAU",2006-03-15,4.3
"2267","NABLAU",2006-03-16,3.8
"2268","NABLAU",2006-03-17,5.5
"2269","NABLAU",2006-03-18,4.1
"2270","NABLAU",2006-03-19,8.8
"2271","NABLAU",2006-03-20,10.9
"2272","NABLAU",2006-03-21,9.4
"2273","NABLAU",2006-03-22,11.2
"2274","NABLAU",2006-03-23,11.1
"2275","NABLAU",2006-03-24,10.6
"2276","NABLAU",2006-03-25,12.3
"2277","NABLAU",2006-03-26,18.7
"2278","NABLAU",2006-03-27,16.2
"2279","NABLAU",2006-03-28,7.7
"2280","NABLAU",2006-03-29,9.4
"2281","NABLAU",2006-03-30,11.7
"2282","NABLAU",2006-03-31,15.1
"2283","NABLAU",2006-04-01,11.4
"2284","NABLAU",2006-04-02,11.4
"2285","NABLAU",2006-04-03,10.5
"2286","NABLAU",2006-04-04,13.9
"2287","NABLAU",2006-04-05,3.4
"2288","NABLAU",2006-04-06,6.3
"2289","NABLAU",2006-04-07,10.2
"2290","NABLAU",2006-04-08,15.8
"2291","NABLAU",2006-04-09,8.4
"2292","NABLAU",2006-04-10,3.6
"2293","NABLAU",2006-04-11,5.8
"2294","NABLAU",2006-04-12,8.3
"2295","NABLAU",2006-04-13,9.5
"2296","NABLAU",2006-04-14,16.7
"2297","NABLAU",2006-04-15,12.7
"2298","NABLAU",2006-04-16,12.9
"2299","NABLAU",2006-04-17,13.5
"2300","NABLAU",2006-04-18,14.1
"2301","NABLAU",2006-04-19,16.4
"2302","NABLAU",2006-04-20,17.9
"2303","NABLAU",2006-04-21,20.7
"2304","NABLAU",2006-04-22,18.4
"2305","NABLAU",2006-04-23,19
"2306","NABLAU",2006-04-24,15.5
"2307","NABLAU",2006-04-25,16.1
"2308","NABLAU",2006-04-26,13.7
"2309","NABLAU",2006-04-27,16.1
"2310","NABLAU",2006-04-28,13.1
"2311","NABLAU",2006-04-29,9.3
"2312","NABLAU",2006-04-30,12.9
"2313","NABLAU",2006-05-01,14.8
"2314","NABLAU",2006-05-02,19.7
"2315","NABLAU",2006-05-03,21.4
"2316","NABLAU",2006-05-04,23.3
"2317","NABLAU",2006-05-05,15.7
"2318","NABLAU",2006-05-06,15.5
"2319","NABLAU",2006-05-07,16.7
"2320","NABLAU",2006-05-08,12.5
"2321","NABLAU",2006-05-09,9.9
"2322","NABLAU",2006-05-10,11.1
"2323","NABLAU",2006-05-11,16.6
"2324","NABLAU",2006-05-12,14.4
"2325","NABLAU",2006-05-13,14.3
"2326","NABLAU",2006-05-14,19.3
"2327","NABLAU",2006-05-15,22
"2328","NABLAU",2006-05-16,17.8
"2329","NABLAU",2006-05-17,23.6
"2330","NABLAU",2006-05-18,16.4
"2331","NABLAU",2006-05-19,17
"2332","NABLAU",2006-05-20,14.3
"2333","NABLAU",2006-05-21,21.4
"2334","NABLAU",2006-05-22,13.7
"2335","NABLAU",2006-05-23,15.5
"2336","NABLAU",2006-05-24,17.2
"2337","NABLAU",2006-05-25,17
"2338","NABLAU",2006-05-26,19.9
"2339","NABLAU",2006-05-27,22.3
"2340","NABLAU",2006-05-28,20.2
"2341","NABLAU",2006-05-29,12.7
"2342","NABLAU",2006-05-30,9.4
"2343","NABLAU",2006-05-31,10.4
"2344","NABLAU",2006-06-01,9.3
"2345","NABLAU",2006-06-02,12.3
"2346","NABLAU",2006-06-03,17.4
"2347","NABLAU",2006-06-04,17.4
"2348","NABLAU",2006-06-05,19.2
"2349","NABLAU",2006-06-06,19.2
"2350","NABLAU",2006-06-07,19.4
"2351","NABLAU",2006-06-08,22.4
"2352","NABLAU",2006-06-09,23
"2353","NABLAU",2006-06-10,25.6
"2354","NABLAU",2006-06-11,25.6
"2355","NABLAU",2006-06-12,27.3
"2356","NABLAU",2006-06-13,28.3
"2357","NABLAU",2006-06-14,29.1
"2358","NABLAU",2006-06-15,29.3
"2359","NABLAU",2006-06-16,27.1
"2360","NABLAU",2006-06-17,22.2
"2361","NABLAU",2006-06-18,24.2
"2362","NABLAU",2006-06-19,26.9
"2363","NABLAU",2006-06-20,26.5
"2364","NABLAU",2006-06-21,26.8
"2365","NABLAU",2006-06-22,21.7
"2366","NABLAU",2006-06-23,26.4
"2367","NABLAU",2006-06-24,25.8
"2368","NABLAU",2006-06-25,21.6
"2369","NABLAU",2006-06-26,26.9
"2370","NABLAU",2006-06-27,26.8
"2371","NABLAU",2006-06-28,25.2
"2372","NABLAU",2006-06-29,26.2
"2373","NABLAU",2006-06-30,27.3
"2374","NABLAU",2006-07-01,26.4
"2375","NABLAU",2006-07-02,28.8
"2376","NABLAU",2006-07-03,29.4
"2377","NABLAU",2006-07-04,27.8
"2378","NABLAU",2006-07-05,19.5
"2379","NABLAU",2006-07-06,20.1
"2380","NABLAU",2006-07-07,20.5
"2381","NABLAU",2006-07-08,24.9
"2382","NABLAU",2006-07-09,24.5
"2383","NABLAU",2006-07-10,29.5
"2384","NABLAU",2006-07-11,30.2
"2385","NABLAU",2006-07-12,27.4
"2386","NABLAU",2006-07-13,23.6
"2387","NABLAU",2006-07-14,29
"2388","NABLAU",2006-07-15,27.5
"2389","NABLAU",2006-07-16,29
"2390","NABLAU",2006-07-17,28.8
"2391","NABLAU",2006-07-18,31.5
"2392","NABLAU",2006-07-19,31.9
"2393","NABLAU",2006-07-20,30.1
"2394","NABLAU",2006-07-21,31.2
"2395","NABLAU",2006-07-22,29.7
"2396","NABLAU",2006-07-23,29.9
"2397","NABLAU",2006-07-24,31.7
"2398","NABLAU",2006-07-25,31.3
"2399","NABLAU",2006-07-26,29
"2400","NABLAU",2006-07-27,28.9
"2401","NABLAU",2006-07-28,25.3
"2402","NABLAU",2006-07-29,25.8
"2403","NABLAU",2006-07-30,24.8
"2404","NABLAU",2006-07-31,22.7
"2405","NABLAU",2006-08-01,21.7
"2406","NABLAU",2006-08-02,21.7
"2407","NABLAU",2006-08-03,15
"2408","NABLAU",2006-08-04,17.4
"2409","NABLAU",2006-08-05,18.5
"2410","NABLAU",2006-08-06,17.9
"2411","NABLAU",2006-08-07,21.6
"2412","NABLAU",2006-08-08,22.4
"2413","NABLAU",2006-08-09,21.3
"2414","NABLAU",2006-08-10,19.1
"2415","NABLAU",2006-08-11,15.8
"2416","NABLAU",2006-08-12,15
"2417","NABLAU",2006-08-13,14.1
"2418","NABLAU",2006-08-14,16.7
"2419","NABLAU",2006-08-15,20.2
"2420","NABLAU",2006-08-16,21.7
"2421","NABLAU",2006-08-17,23.1
"2422","NABLAU",2006-08-18,22.6
"2423","NABLAU",2006-08-19,20.2
"2424","NABLAU",2006-08-20,21
"2425","NABLAU",2006-08-21,21
"2426","NABLAU",2006-08-22,20.9
"2427","NABLAU",2006-08-23,22.7
"2428","NABLAU",2006-08-24,17.8
"2429","NABLAU",2006-08-25,18.5
"2430","NABLAU",2006-08-26,17.9
"2431","NABLAU",2006-08-27,18.2
"2432","NABLAU",2006-08-28,16.5
"2433","NABLAU",2006-08-29,13.5
"2434","NABLAU",2006-08-30,15.6
"2435","NABLAU",2006-08-31,19.1
"2436","NABLAU",2006-09-01,21.9
"2437","NABLAU",2006-09-02,21.7
"2438","NABLAU",2006-09-03,26.1
"2439","NABLAU",2006-09-04,25.5
"2440","NABLAU",2006-09-05,26.1
"2441","NABLAU",2006-09-06,23.1
"2442","NABLAU",2006-09-07,26.3
"2443","NABLAU",2006-09-08,18.7
"2444","NABLAU",2006-09-09,21.1
"2445","NABLAU",2006-09-10,22.8
"2446","NABLAU",2006-09-11,21.9
"2447","NABLAU",2006-09-12,21.8
"2448","NABLAU",2006-09-13,22.6
"2449","NABLAU",2006-09-14,19.6
"2450","NABLAU",2006-09-15,18.5
"2451","NABLAU",2006-09-16,20.1
"2452","NABLAU",2006-09-17,16.9
"2453","NABLAU",2006-09-18,17.8
"2454","NABLAU",2006-09-19,19.3
"2455","NABLAU",2006-09-20,20
"2456","NABLAU",2006-09-21,21.1
"2457","NABLAU",2006-09-22,21.5
"2458","NABLAU",2006-09-23,21.2
"2459","NABLAU",2006-09-24,19.2
"2460","NABLAU",2006-09-25,15.2
"2461","NABLAU",2006-09-26,16.1
"2462","NABLAU",2006-09-27,17.4
"2463","NABLAU",2006-09-28,18
"2464","NABLAU",2006-09-29,20
"2465","NABLAU",2006-09-30,19.7
"2466","NABLAU",2006-10-01,18
"2467","NABLAU",2006-10-02,20.8
"2468","NABLAU",2006-10-03,14.5
"2469","NABLAU",2006-10-04,13.7
"2470","NABLAU",2006-10-05,14.9
"2471","NABLAU",2006-10-06,15.7
"2472","NABLAU",2006-10-07,14
"2473","NABLAU",2006-10-08,14.2
"2474","NABLAU",2006-10-09,16.1
"2475","NABLAU",2006-10-10,16.4
"2476","NABLAU",2006-10-11,16.4
"2477","NABLAU",2006-10-12,17
"2478","NABLAU",2006-10-13,16.4
"2479","NABLAU",2006-10-14,15.9
"2480","NABLAU",2006-10-15,15.5
"2481","NABLAU",2006-10-16,13.2
"2482","NABLAU",2006-10-17,13.7
"2483","NABLAU",2006-10-18,14.1
"2484","NABLAU",2006-10-19,15
"2485","NABLAU",2006-10-20,16.1
"2486","NABLAU",2006-10-21,17
"2487","NABLAU",2006-10-22,17.1
"2488","NABLAU",2006-10-23,16.9
"2489","NABLAU",2006-10-24,15.7
"2490","NABLAU",2006-10-25,14.7
"2491","NABLAU",2006-10-26,17.4
"2492","NABLAU",2006-10-27,19.8
"2493","NABLAU",2006-10-28,18.8
"2494","NABLAU",2006-10-29,16.2
"2495","NABLAU",2006-10-30,14.1
"2496","NABLAU",2006-10-31,15.9
"2497","NABLAU",2006-11-01,7.5
"2498","NABLAU",2006-11-02,4.6
"2499","NABLAU",2006-11-03,5.4
"2500","NABLAU",2006-11-04,6.4
"2501","NABLAU",2006-11-05,7.3
"2502","NABLAU",2006-11-06,8.8
"2503","NABLAU",2006-11-07,10.2
"2504","NABLAU",2006-11-08,13.3
"2505","NABLAU",2006-11-09,12.4
"2506","NABLAU",2006-11-10,9.6
"2507","NABLAU",2006-11-11,11.1
"2508","NABLAU",2006-11-12,9.4
"2509","NABLAU",2006-11-13,10.1
"2510","NABLAU",2006-11-14,13.2
"2511","NABLAU",2006-11-15,12.8
"2512","NABLAU",2006-11-16,16.4
"2513","NABLAU",2006-11-17,12.5
"2514","NABLAU",2006-11-18,11.8
"2515","NABLAU",2006-11-19,10.3
"2516","NABLAU",2006-11-20,7.9
"2517","NABLAU",2006-11-21,9.5
"2518","NABLAU",2006-11-22,7.1
"2519","NABLAU",2006-11-23,12.4
"2520","NABLAU",2006-11-24,14.1
"2521","NABLAU",2006-11-25,18.3
"2522","NABLAU",2006-11-26,13
"2523","NABLAU",2006-11-27,11.6
"2524","NABLAU",2006-11-28,10.2
"2525","NABLAU",2006-11-29,9.7
"2526","NABLAU",2006-11-30,10.3
"2527","NABLAU",2006-12-01,8
"2528","NABLAU",2006-12-02,8.1
"2529","NABLAU",2006-12-03,12.5
"2530","NABLAU",2006-12-04,12.3
"2531","NABLAU",2006-12-05,14.2
"2532","NABLAU",2006-12-06,8.7
"2533","NABLAU",2006-12-07,9.6
"2534","NABLAU",2006-12-08,7.4
"2535","NABLAU",2006-12-09,6.2
"2536","NABLAU",2006-12-10,4.7
"2537","NABLAU",2006-12-11,4.6
"2538","NABLAU",2006-12-12,6.3
"2539","NABLAU",2006-12-13,5.4
"2540","NABLAU",2006-12-14,5.6
"2541","NABLAU",2006-12-15,6.2
"2542","NABLAU",2006-12-16,9.2
"2543","NABLAU",2006-12-17,7.1
"2544","NABLAU",2006-12-18,2.4
"2545","NABLAU",2006-12-19,1.6
"2546","NABLAU",2006-12-20,0.7
"2547","NABLAU",2006-12-21,2.4
"2548","NABLAU",2006-12-22,0.7
"2549","NABLAU",2006-12-23,0.6
"2550","NABLAU",2006-12-24,0.4
"2551","NABLAU",2006-12-25,-0.4
"2552","NABLAU",2006-12-26,1.4
"2553","NABLAU",2006-12-27,1.8
"2554","NABLAU",2006-12-28,1.9
"2555","NABLAU",2006-12-29,1.8
"2556","NABLAU",2006-12-30,9.4
"2557","NABLAU",2006-12-31,11.5
"2558","NABLAU",2007-01-01,7.8
"2559","NABLAU",2007-01-02,5
"2560","NABLAU",2007-01-03,5.6
"2561","NABLAU",2007-01-04,7.4
"2562","NABLAU",2007-01-05,7.3
"2563","NABLAU",2007-01-06,8.3
"2564","NABLAU",2007-01-07,9.7
"2565","NABLAU",2007-01-08,9.4
"2566","NABLAU",2007-01-09,11.5
"2567","NABLAU",2007-01-10,12
"2568","NABLAU",2007-01-11,10.5
"2569","NABLAU",2007-01-12,9.5
"2570","NABLAU",2007-01-13,9
"2571","NABLAU",2007-01-14,9.8
"2572","NABLAU",2007-01-15,7.1
"2573","NABLAU",2007-01-16,8.7
"2574","NABLAU",2007-01-17,10.5
"2575","NABLAU",2007-01-18,12.8
"2576","NABLAU",2007-01-19,12.4
"2577","NABLAU",2007-01-20,11.5
"2578","NABLAU",2007-01-21,7
"2579","NABLAU",2007-01-22,5.1
"2580","NABLAU",2007-01-23,2
"2581","NABLAU",2007-01-24,-3.5
"2582","NABLAU",2007-01-25,-3.6
"2583","NABLAU",2007-01-26,-2.5
"2584","NABLAU",2007-01-27,2.5
"2585","NABLAU",2007-01-28,1.8
"2586","NABLAU",2007-01-29,3.3
"2587","NABLAU",2007-01-30,4.3
"2588","NABLAU",2007-01-31,2.8
"2589","NABLAU",2007-02-01,5.3
"2590","NABLAU",2007-02-02,4.2
"2591","NABLAU",2007-02-03,5.4
"2592","NABLAU",2007-02-04,4.8
"2593","NABLAU",2007-02-05,8.7
"2594","NABLAU",2007-02-06,6
"2595","NABLAU",2007-02-07,6.8
"2596","NABLAU",2007-02-08,8
"2597","NABLAU",2007-02-09,7.8
"2598","NABLAU",2007-02-10,6.3
"2599","NABLAU",2007-02-11,9.9
"2600","NABLAU",2007-02-12,7
"2601","NABLAU",2007-02-13,6.9
"2602","NABLAU",2007-02-14,8.3
"2603","NABLAU",2007-02-15,9.4
"2604","NABLAU",2007-02-16,8.8
"2605","NABLAU",2007-02-17,9.6
